Item_Fat_Content,Item_Identifier,Item_MRP,Item_Outlet_Sales,Item_Visibility,Item_Weight,Outlet_Identifier,Outlet_Location_Type,Outlet_Size,Outlet_Type,Item_Visibility_MeanRatio,Item_Type_Combined,Outlet
1,NCJ30,168.379,1188.453,0.08062523,5.82,OUT035,1,2,1,0.958320705228,2,6
2,FDQ31,89.8856,175.7712,0.0901292,5.785,OUT010,2,2,0,1.60443464902,1,0
2,FDC05,195.7768,4138.6128,0.098938169,13.1,OUT049,0,1,1,0.923723828278,1,9
2,FDM08,225.1088,3579.3408,0.0516913516667,10.1,OUT013,2,0,1,1.0,1,1
1,NCA41,192.1162,3848.324,0.032580547,16.75,OUT035,1,2,1,0.998880826937,2,6
0,FDK15,98.9042,4960.21,0.097937252,10.8,OUT027,2,1,3,0.87049288242,1,5
2,FDX56,208.5638,5383.6588,0.0720579348889,17.1,OUT049,0,1,1,1.0,1,9
0,FDT21,248.9092,2241.0828,0.020391845,7.42,OUT046,0,2,1,1.02702650115,1,8
0,FDQ46,113.7544,671.1264,0.103813029,7.51,OUT046,0,2,1,0.999069746299,1,8
0,FDS01,179.6686,177.7686,0.031069203,11.6,OUT019,0,2,0,1.678597232,1,4
0,FDW34,242.417,486.034,0.062294473,9.6,OUT019,0,2,0,1.67831663194,1,4
2,FDX07,181.195,2380.235,0.022914478,19.2,OUT035,1,2,1,1.28485162403,1,6
0,FDN13,99.9358,201.0716,0.152058281,18.6,OUT046,0,2,1,0.92228991768,1,8
1,NCP02,59.2562,651.8182,0.044991294,7.105,OUT018,2,1,2,0.878292064473,2,3
0,FDT48,199.8084,3968.168,0.046214971,4.92,OUT017,1,2,1,1.33809184552,1,2
2,FDZ49,221.5798,4187.2162,0.13312044,11.0,OUT035,1,2,1,0.929456817559,1,6
1,NCJ17,84.4224,170.4448,0.255348289,7.68,OUT010,2,2,0,1.46411666624,2,0
0,FDB17,181.3976,3078.6592,0.036879539,13.15,OUT017,1,2,1,0.879676604321,1,2
2,FDP48,182.995,4394.28,0.044202545,7.52,OUT018,2,1,2,0.866403359094,1,3
2,FDI53,162.1236,2577.9776,0.137858955,8.895,OUT049,0,1,1,1.03453103774,1,9
2,FDW02,126.7704,2628.5784,0.037668051,4.805,OUT013,2,0,1,1.02697701616,1,1
0,FDL20,112.7886,222.3772,0.224837308,17.1,OUT019,0,2,0,1.799185058,1,4
0,FDV32,62.751,1707.777,0.089069748,7.785,OUT018,2,1,2,0.926046931375,1,3
2,FDG38,86.0224,1278.336,0.053027398,8.975,OUT017,1,2,1,1.0430713414,1,2
1,NCB31,262.891,5522.811,0.118099673,6.235,OUT027,2,1,3,0.917823686405,2,5
0,FDF52,182.9292,4013.4424,0.0696313221,9.3,OUT017,1,2,1,1.0,1,2
0,FDB15,263.7568,7646.0472,0.137023446,10.895,OUT049,0,1,1,0.931077933203,1,9
2,FDO48,220.9456,1768.3648,0.026950104,15.0,OUT018,2,1,2,0.933419535735,1,3
1,NCR53,224.4404,5626.01,0.1512492071,12.15,OUT018,2,1,2,1.0,2,3
2,FDF56,180.3976,3078.6592,0.119362812,16.7,OUT013,2,0,1,0.874000865306,1,1
2,FDL57,257.3304,3874.956,0.067350054,15.1,OUT018,2,1,2,0.926046936357,1,3
1,NCC31,157.7972,1713.7692,0.0207307483,8.02,OUT013,2,0,1,1.0,2,1
2,FDE33,78.2644,1492.7236,0.049712775,19.35,OUT049,0,1,1,0.876088766344,1,9
2,FDV52,119.7466,4006.7844,0.122208091,20.7,OUT017,1,2,1,0.963983040862,1,2
0,FDR46,147.476,3368.948,0.138742518,16.85,OUT027,2,1,3,0.954453962268,1,5
0,DRE12,114.586,1245.046,0.070780558,4.59,OUT046,0,2,1,1.14197278588,0,8
0,FDD57,95.5094,95.2094,0.037492325,18.1,OUT010,2,2,0,1.55601438607,1,0
1,NCS41,185.1608,2388.8904,0.053527105,12.85,OUT049,0,1,1,1.06231475902,2,9
1,NCY41,34.0532,575.2512,0.076164013,16.75,OUT017,1,2,1,0.879676616221,2,2
2,FDV22,154.463,3755.112,0.009995002,14.85,OUT017,1,2,1,0.934890955964,1,2
0,FDF12,149.1076,1182.4608,0.08259502,8.235,OUT045,1,2,1,1.00109588732,1,7
0,FDM13,131.3626,262.3252,0.063122753,6.425,OUT013,2,0,1,0.928858982951,1,1
0,FDQ56,83.4908,1342.2528,0.105597316,6.59,OUT046,0,2,1,0.929632607661,1,8
2,FDW55,247.0092,5478.2024,0.021863506,12.6,OUT027,2,1,3,1.16660127498,1,5
1,NCT29,123.0414,4629.9732,0.063800266,12.6,OUT027,2,1,3,0.909581376576,2,5
1,NCX42,163.0526,1644.526,0.006012413,6.36,OUT017,1,2,1,0.927506786088,2,2
2,FDR24,89.383,1258.362,0.063207198,17.35,OUT017,1,2,1,0.927506767819,1,2
1,NCS42,90.5146,729.7168,0.069809115,8.6,OUT017,1,2,1,0.927506770362,2,2
0,FDL40,96.541,2220.443,0.011660463,17.7,OUT018,2,1,2,1.15735513008,1,3
2,FDD47,171.9448,3749.7856,0.142410775,7.6,OUT046,0,2,1,0.874728790175,1,8
0,DRE03,48.7718,236.359,0.024226902,19.6,OUT046,0,2,1,0.929632599284,0,8
1,NCM18,61.3194,2043.3402,0.082440705,13.0,OUT027,2,1,3,0.870492880828,2,5
0,FDF52,184.2292,1641.8628,0.066918731,9.3,OUT045,1,2,1,0.961043521533,1,7
1,NCG43,91.4462,1943.4702,0.074390007,20.2,OUT045,1,2,1,1.06299522753,2,7
2,FDE20,171.179,4923.591,0.005530516,11.35,OUT046,0,2,1,0.999069804663,1,8
0,FDI33,90.3146,2554.0088,0.028579565,16.5,OUT017,1,2,1,1.00472089341,1,2
1,NCT06,165.0842,2320.9788,0.038705317,17.1,OUT013,2,0,1,1.0272169737,2,1
2,FDY24,53.1298,808.947,0.1258877755,4.88,OUT035,1,2,1,1.0,1,6
0,FDZ33,148.7076,1330.2684,0.108004532,10.195,OUT017,1,2,1,1.03056307117,1,2
2,FDJ55,223.2404,2475.4444,0.023626808,12.8,OUT018,2,1,2,0.933419514924,1,3
0,FDE45,180.4002,716.4008,0.070660449,12.1,OUT019,0,2,0,1.67831661818,1,4
2,FDD44,258.5646,3091.9752,0.078719835,8.05,OUT018,2,1,2,1.146156735,1,3
2,FDD10,178.0344,1605.9096,0.046208155,20.6,OUT018,2,1,2,1.04091825596,1,3
0,FDA39,39.9822,78.5644,0.012769753,6.32,OUT018,2,1,2,1.15657581544,1,3
2,FDB36,131.2626,3410.2276,0.048486801,5.465,OUT013,2,0,1,1.59808661244,1,1
0,FDK52,226.2062,677.1186,0.132596101,18.25,OUT010,2,2,0,1.7744255372,1,0
2,FDJ36,102.0332,2050.664,0.128459481,14.5,OUT049,0,1,1,0.931077934937,1,9
1,NCB55,57.5562,829.5868,0.161317495,15.7,OUT018,2,1,2,0.926046937233,2,3
1,NCK18,166.9184,660.4736,0.011211251,9.6,OUT010,2,2,0,1.77491621581,2,0
2,FDX27,94.9436,1229.0668,0.114294512,20.7,OUT049,0,1,1,1.03830699282,1,9
0,FDB08,159.9578,2727.7826,0.031103357,6.055,OUT046,0,2,1,1.15989230698,1,8
0,FDX43,165.05,2330.3,0.085274988,5.655,OUT046,0,2,1,1.15211498489,1,8
0,FDA20,186.424,1304.968,0.066892471,6.78,OUT018,2,1,2,1.00313953906,1,3
0,FDC04,241.3854,483.3708,0.078764059,15.6,OUT019,0,2,0,1.6148105877,1,4
2,FDG17,244.4486,4153.9262,0.036042939,6.865,OUT017,1,2,1,0.927506760696,1,2
2,FDU58,188.4898,187.0898,0.04855968,6.61,OUT010,2,2,0,1.73565850092,1,0
0,FDP24,120.9756,3877.6192,0.082602127,20.6,OUT027,2,1,3,0.925130813663,1,5
1,NCT29,121.9414,1462.0968,0.064240743,12.6,OUT045,1,2,1,0.91586112588,2,7
0,FDB08,160.3578,1765.0358,0.031230059,6.055,OUT018,2,1,2,1.1646172206,1,3
1,NCB43,188.3898,3554.7062,0.100114941,20.2,OUT045,1,2,1,1.03872070661,2,7
2,FDL09,168.8816,167.7816,0.22417463,19.6,OUT019,0,2,0,1.53153720102,1,4
0,DRK49,40.5138,446.7518,0.035943717,14.15,OUT046,0,2,1,1.03292512995,0,8
2,FDR37,184.4292,3101.2964,0.06619442,16.5,OUT013,2,0,1,1.03206553995,1,1
2,FDG56,61.0536,1898.8616,0.071439051,13.3,OUT035,1,2,1,0.929456827097,1,6
0,FDE34,181.7634,6179.9556,0.108059141,9.195,OUT049,0,1,1,1.03453104234,1,9
0,FDE16,207.5954,6668.6528,0.026216144,8.895,OUT027,2,1,3,0.87049287201,1,5
0,FDT58,168.6816,1342.2528,0.085938463,9.0,OUT035,1,2,1,0.929456817336,1,6
2,FDR03,207.898,3095.97,0.008734284,15.7,OUT035,1,2,1,1.14129086364,1,6
1,NCL30,128.7336,2173.1712,0.049016517,18.1,OUT049,0,1,1,1.00062302753,2,9
0,FDT22,59.822,1677.816,0.111554381,10.395,OUT027,2,1,3,0.917823690303,1,5
2,FDP45,253.1724,5285.1204,0.030672457,15.7,OUT049,0,1,1,0.923723830084,1,9
2,FDS15,107.1596,2804.3496,0.077995641,9.195,OUT013,2,0,1,0.874000868169,1,1
0,FDF16,146.6076,1773.6912,0.085715273,7.3,OUT027,2,1,3,0.870492879298,1,5
2,FDL13,234.93,4660.6,0.056432784,13.85,OUT045,1,2,1,0.876502769113,1,7
1,NCV30,61.451,126.502,0.066200667,20.2,OUT018,2,1,2,0.925192151617,2,3
2,FDG33,172.2764,171.7764,0.245542627,5.365,OUT019,0,2,0,1.53153720056,1,4
2,FDO10,55.5588,1603.2464,0.0127517,13.65,OUT046,0,2,1,1.49844436969,1,8
2,FDQ03,238.7248,2133.2232,0.077949334,15.0,OUT013,2,0,1,1.05949997886,1,1
1,NCC55,36.0848,372.848,0.064022881,10.695,OUT018,2,1,2,1.16434812154,2,3
2,FDD52,109.157,1867.569,0.182407266,18.25,OUT027,2,1,3,0.994231709261,1,5
2,FDI16,54.864,319.584,0.136328794,14.0,OUT018,2,1,2,0.962465801107,1,3
0,FDB44,210.0586,4221.172,0.016958832,6.655,OUT046,0,2,1,1.03739373467,1,8
2,FDA25,101.199,1031.99,0.068125756,16.5,OUT046,0,2,1,1.02749672729,1,8
2,FDV33,257.8304,1808.3128,0.02734361,9.6,OUT046,0,2,1,0.999069734575,1,8
2,FDX47,155.8288,1099.9016,0.034658144,6.55,OUT049,0,1,1,0.876088769532,1,9
0,FDO50,89.8804,1102.5648,0.0672997223333,16.25,OUT017,1,2,1,1.0,1,2
2,FDV57,179.866,2696.49,0.065841719,15.25,OUT013,2,0,1,1.33192468039,1,1
2,FDB02,174.537,1235.059,0.029158763,9.695,OUT035,1,2,1,0.998880831754,1,6
0,FDD16,74.7696,74.5696,0.063649582,20.5,OUT019,0,2,0,1.53153719391,1,4
0,FDX02,225.0404,4950.8888,0.05706009,16.0,OUT046,0,2,1,0.999069749082,1,8
0,FDP11,218.3166,435.4332,0.11566015,15.85,OUT010,2,2,0,1.46411666552,1,0
0,FDH32,98.241,2220.443,0.075691713,12.8,OUT027,2,1,3,0.870492877577,1,5
1,NCL18,193.9136,3110.6176,0.167844438,18.85,OUT049,0,1,1,0.923723829038,2,9
2,FDT12,224.5062,4514.124,0.049722335,6.215,OUT045,1,2,1,1.03501990893,1,7
0,FDD50,167.7132,3889.6036,0.14095631,18.85,OUT027,2,1,3,0.994231708403,1,5
1,NCU05,80.8618,1288.9888,0.058827557,11.8,OUT049,0,1,1,0.931077933993,2,9
0,FDI56,90.3146,1733.0774,0.093765794,7.325,OUT018,2,1,2,0.878292069373,1,3
0,DRL11,159.2946,1893.5352,0.048092816,10.5,OUT049,0,1,1,0.931077935325,0,9
2,FDQ08,61.9536,1225.072,0.018968743,15.7,OUT045,1,2,1,0.876502745017,1,7
0,FDW20,124.973,2463.46,0.024032484,20.75,OUT027,2,1,3,1.03169743632,1,5
2,FDW46,63.4484,1043.9744,0.070444232,13.0,OUT045,1,2,1,0.924160348158,1,7
2,FDO09,264.491,6574.775,0.125469442,13.5,OUT049,0,1,1,1.03453103504,1,9
0,DRJ49,128.9652,1679.1476,0.01405025,6.865,OUT018,2,1,2,1.14615675699,0,3
0,FDP26,103.0306,2404.2038,0.139436695,7.785,OUT013,2,0,1,1.15858863716,1,1
2,FDO19,46.9034,972.068,0.016593506,17.7,OUT035,1,2,1,1.03719753503,1,6
1,NCG43,93.6462,277.6386,0.124261614,20.2,OUT010,2,2,0,1.77563503453,2,0
0,FDG02,189.5188,1904.188,0.011261165,7.855,OUT046,0,2,1,0.922289941327,1,8
0,FDO32,45.906,419.454,0.120520818,6.36,OUT035,1,2,1,0.929456823294,1,6
2,FDR34,229.4352,4809.7392,0.015965308,17.0,OUT046,0,2,1,0.922289886747,1,8
0,FDU59,163.5552,1787.0072,0.096386227,5.78,OUT046,0,2,1,0.999069754138,1,8
0,FDN31,187.953,2656.542,0.073029341,11.5,OUT045,1,2,1,0.931517923578,1,7
2,FDT55,158.1946,6942.9624,0.043443753,13.6,OUT027,2,1,3,1.02279973298,1,5
0,FDE08,147.3734,2375.5744,0.049520593,18.2,OUT018,2,1,2,0.866704860367,1,3
0,FDK52,223.8062,4288.4178,0.079152918,18.25,OUT013,2,0,1,1.05923898202,1,1
0,FDW11,60.4194,990.7104,0.048741487,12.6,OUT013,2,0,1,0.92885898548,1,1
2,FDC03,195.3794,3511.4292,0.071958197,8.575,OUT049,0,1,1,0.931077934657,1,9
0,FDR43,37.719,549.285,0.162147349,18.2,OUT018,2,1,2,0.933419533666,1,3
2,FDL14,155.2972,311.5944,0.05382735,8.115,OUT010,2,2,0,1.46411667492,1,0
0,FDP39,52.4324,571.2564,0.069565759,12.65,OUT045,1,2,1,0.876502764383,1,7
0,FDG29,40.0454,419.454,0.056019324,17.6,OUT027,2,1,3,0.994231713724,1,5
0,DRH15,41.9428,1537.998,0.109911272,8.775,OUT046,0,2,1,1.0274967214,0,8
2,FDT11,187.7556,3755.112,0.029366813,5.94,OUT035,1,2,1,0.874563388936,1,6
0,FDU48,131.5284,1581.9408,0.055347985,18.85,OUT035,1,2,1,0.874563396054,1,6
2,FDY12,49.2008,657.8104,0.135643972444,9.8,OUT013,2,0,1,1.0,1,1
2,FDS44,238.3538,5528.1374,0.156926608,12.65,OUT017,1,2,1,1.03364618918,1,2
1,NCP06,149.8366,2267.049,0.039405676,20.7,OUT018,2,1,2,0.933419534204,2,3
0,DRH23,55.2614,718.3982,0.170176516,14.65,OUT013,2,0,1,0.957923459521,0,1
0,FDA16,222.8456,7073.4592,0.033777629,6.695,OUT027,2,1,3,1.13611383442,1,5
0,FDT45,55.8956,491.3604,0.057546914,15.85,OUT018,2,1,2,1.04084116824,1,3
2,FDE56,61.5194,1052.6298,0.160095901,17.25,OUT017,1,2,1,0.927506766116,1,2
2,FDA40,87.4856,263.6568,0.099832728,16.0,OUT017,1,2,1,1.04282550522,1,2
0,FDA39,40.2822,628.5152,0.012717946,6.32,OUT046,0,2,1,1.15188357721,1,8
1,NCB19,86.7882,1975.4286,0.090278634,6.525,OUT035,1,2,1,0.922115522722,2,6
0,FDZ34,191.882,3861.64,0.066472248875,6.695,OUT013,2,0,1,1.0,1,1
2,FDV22,157.963,2816.334,0.009958941,14.85,OUT045,1,2,1,0.931517959864,1,7
0,FDO40,150.7392,3131.9232,0.032678839,17.1,OUT049,0,1,1,0.931077941549,1,9
2,FDD21,115.0176,4122.6336,0.022936951625,10.3,OUT013,2,0,1,1.0,1,1
0,FDO36,179.166,3056.022,0.077849003,19.7,OUT013,2,0,1,0.957780696585,1,1
2,FDV34,73.5038,1478.076,0.011443222,10.695,OUT049,0,1,1,0.931077962541,1,9
1,NCY18,177.1054,2626.581,0.031214809,7.285,OUT045,1,2,1,0.931517915767,2,7
1,NCM54,127.3678,3306.3628,0.051146565,17.7,OUT018,2,1,2,0.96248325162,2,3
0,FDB59,198.0084,793.6336,0.015302653,18.25,OUT049,0,1,1,1.03823004912,1,9
2,FDS45,106.7622,211.7244,0.04937018,5.175,OUT010,2,2,0,1.46411666141,1,0
0,FDV24,148.705,1198.44,0.0881243303333,5.635,OUT049,0,1,1,1.0,1,9
0,FDD46,155.5998,153.7998,0.236433601,6.035,OUT010,2,2,0,1.4641166667,1,0
0,FDQ39,191.4846,3057.3536,0.081372267,14.8,OUT018,2,1,2,1.04084116503,1,3
2,FDD52,111.657,1537.998,0.18329488,18.25,OUT046,0,2,1,0.999069751099,1,8
2,FDL39,179.4318,360.8636,0.06358934,16.1,OUT018,2,1,2,0.878292068693,1,3
0,FDV02,170.4106,513.3318,0.060792265,16.75,OUT018,2,1,2,1.00313953526,1,3
2,FDE11,184.3924,4257.1252,0.127426628,17.7,OUT046,0,2,1,1.0,1,8
1,NCU54,208.927,7130.718,0.098775709,8.88,OUT049,0,1,1,0.931077930962,2,9
0,FDR43,38.319,109.857,0.270300331,18.2,OUT010,2,2,0,1.5560143935,1,0
0,FDD51,44.9744,498.0184,0.119852889,11.15,OUT013,2,0,1,1.14108556545,1,1
0,FDO60,45.3086,490.6946,0.034563936,20.0,OUT017,1,2,1,1.04307133863,1,2
1,NCS06,263.091,5522.811,0.031710329,7.935,OUT013,2,0,1,1.18400441382,2,1
0,FDX50,110.7228,1657.842,0.074778547,20.1,OUT045,1,2,1,0.876502764502,1,7
2,FDQ55,114.7834,3455.502,0.013035609,13.65,OUT035,1,2,1,0.998880822993,1,6
2,FDL52,36.7506,75.9012,0.046277956,6.635,OUT018,2,1,2,0.962406474493,1,3
0,FDK52,226.1062,6771.186,0.0793795,18.25,OUT045,1,2,1,1.06227114423,1,7
1,NCO02,66.0142,988.713,0.073783159,11.15,OUT017,1,2,1,1.03359031552,2,2
1,NCO30,185.6608,918.804,0.01572192,19.5,OUT035,1,2,1,0.958397158731,2,6
0,FDA33,148.2076,3399.5748,0.033952603,6.48,OUT049,0,1,1,1.0006230427,1,9
2,FDB12,102.7648,1142.5128,0.105220024,11.15,OUT013,2,0,1,0.998238343821,1,1
0,FDT40,125.8678,3560.6984,0.095715608,5.985,OUT013,2,0,1,1.02671704628,1,1
1,NCO05,99.3384,2759.0752,0.046822808,7.27,OUT017,1,2,1,0.934890992508,2,2
2,FDR32,227.5694,3653.9104,0.0739546853333,6.78,OUT049,0,1,1,1.0,1,9
2,FDM04,50.7666,512.666,0.04731256,9.195,OUT018,2,1,2,1.12853198458,1,3
2,DRL01,232.8958,5608.6992,0.077108099,19.5,OUT013,2,0,1,0.957780702488,0,1
0,FDQ56,83.9908,1426.1436,0.106027474,6.59,OUT018,2,1,2,0.933419530647,1,3
0,FDH08,229.601,6201.927,0.01742908,7.51,OUT046,0,2,1,0.874728792158,1,8
1,NCQ06,254.1014,255.0014,0.073229342,13.0,OUT019,0,2,0,1.61481058766,2,4
0,FDG16,215.0192,1078.596,0.157257637,15.25,OUT019,0,2,0,1.61481058722,1,4
0,FDZ40,55.7298,1024.6662,0.039988162,8.935,OUT027,2,1,3,0.870492882881,1,5
0,FDY51,220.0798,1322.2788,0.081119484,12.5,OUT035,1,2,1,0.998880835686,1,6
1,NCN41,123.773,1231.73,0.052421981,17.0,OUT018,2,1,2,0.878292064677,2,3
1,NCM17,46.4086,2007.387,0.070791391,7.93,OUT027,2,1,3,0.925130814805,2,5
0,FDP39,53.5324,830.9184,0.069817659,12.65,OUT017,1,2,1,0.879676610963,1,2
2,FDZ08,82.7592,577.9144,0.109971578,12.5,OUT035,1,2,1,1.12374094181,1,6
2,FDU03,184.2292,1277.0044,0.091950972,18.7,OUT018,2,1,2,1.04118417036,1,3
2,FDZ49,218.4798,2203.798,0.133145617,11.0,OUT046,0,2,1,0.929632605246,1,8
1,NCX30,248.6776,495.3552,0.046609281,16.7,OUT019,0,2,0,1.7942339806,2,4
0,FDV08,40.5454,545.2902,0.028652919,7.35,OUT045,1,2,1,1.28695223908,1,7
0,FDB15,264.5568,5536.7928,0.136696892,10.895,OUT013,2,0,1,0.928858990152,1,1
2,FDY49,165.3184,990.7104,0.012002075,17.2,OUT013,2,0,1,0.92152241226,1,1
2,FDF24,83.7934,1474.0812,0.025513973,15.5,OUT017,1,2,1,0.934890971166,1,2
0,DRK47,229.4694,2055.3246,0.064194304,7.905,OUT045,1,2,1,0.931517922312,0,7
0,DRD37,45.006,792.302,0.013920032,9.8,OUT017,1,2,1,1.04255920267,0,2
2,FDH40,79.2276,649.8208,0.079251097,11.6,OUT018,2,1,2,0.87829206628,1,3
2,FDL12,59.422,1078.596,0.121043709,15.85,OUT027,2,1,3,0.870492877432,1,5
0,FDW11,60.1194,1114.5492,0.048545853,12.6,OUT027,2,1,3,0.925130818574,1,5
1,NCE06,159.7894,1294.3152,0.091467933,5.825,OUT035,1,2,1,0.874563388122,2,6
0,FDF32,196.3426,1384.1982,0.0580743434444,16.35,OUT018,2,1,2,1.0,1,3
0,DRI47,141.8128,1869.5664,0.020916223,14.7,OUT035,1,2,1,0.874563376297,0,6
0,DRA12,141.9154,992.7078,0.0349377926667,11.6,OUT035,1,2,1,1.0,0,6
0,FDX45,155.163,2972.797,0.104768536,16.75,OUT013,2,0,1,1.02673921603,1,1
0,FDR35,197.2742,2587.9646,0.020680499,12.5,OUT013,2,0,1,0.998238372618,1,1
2,FDK03,253.0356,254.3356,0.123727659,12.6,OUT010,2,2,0,1.5560143942,1,0
1,NCJ18,117.6124,3910.9092,0.163805509,12.35,OUT013,2,0,1,0.874000864796,2,1
0,FDN48,93.0804,2113.2492,0.065082452,13.35,OUT045,1,2,1,0.876502769028,1,7
2,FDZ59,165.65,665.8,0.182128363,6.63,OUT019,0,2,0,1.53153720086,1,4
2,FDB57,223.4772,7116.0704,0.01871404,20.25,OUT027,2,1,3,0.917823676904,1,5
0,DRP35,129.3336,127.8336,0.159096908,18.85,OUT019,0,2,0,1.61481059032,0,4
2,FDZ59,166.85,5326.4,0.103935018,6.63,OUT013,2,0,1,0.874000863552,1,1
2,FDU58,188.4898,4677.245,0.029129907,6.61,OUT018,2,1,2,1.04118418234,1,3
2,FDL09,166.8816,1845.5976,0.128011859,19.6,OUT035,1,2,1,0.874563389399,1,6
2,FDY38,234.53,6524.84,0.119850541,13.6,OUT017,1,2,1,0.927506762411,1,2
0,FDI46,252.5724,3271.7412,0.073985248,9.5,OUT027,2,1,3,0.994902687021,1,5
2,FDL03,197.511,982.055,0.027233781,19.25,OUT017,1,2,1,1.04276864214,1,2
0,DRC25,86.7882,85.8882,0.079440262,5.73,OUT019,0,2,0,1.67756833302,0,4
2,FDU60,168.7132,6426.3016,0.060022526,20.0,OUT045,1,2,1,1.03949758723,1,7
0,FDP25,217.0824,6769.8544,0.02110482,15.2,OUT027,2,1,3,0.870492861547,1,5
0,FDO57,161.0578,481.3734,0.181958524,20.75,OUT010,2,2,0,1.46411666757,1,0
0,FDQ09,114.8834,3340.3186,0.058222587,7.235,OUT049,0,1,1,1.02943035726,1,9
1,NCY05,36.6874,1058.622,0.054723717,13.5,OUT027,2,1,3,0.917494907564,2,5
0,FDA20,187.724,1491.392,0.066724663,6.78,OUT049,0,1,1,1.00062304001,1,9
0,FDF16,146.3076,886.8456,0.144167934,7.3,OUT010,2,2,0,1.4641166688,1,0
1,NCG07,188.753,3795.06,0.052458358,12.3,OUT013,2,0,1,0.921522404303,2,1
0,FDR46,145.276,2490.092,0.139985583,16.85,OUT018,2,1,2,0.963005402243,1,3
2,FDP22,49.8666,563.9326,0.099286298,14.65,OUT049,0,1,1,1.14262761087,1,9
0,FDL45,123.7704,3129.26,0.037680711,15.6,OUT035,1,2,1,0.874563393547,1,6
1,NCF42,176.2712,1230.3984,0.168064909,17.35,OUT018,2,1,2,0.878292067216,2,3
0,FDD04,141.3154,3261.7542,0.090111173,16.0,OUT049,0,1,1,1.02916976397,1,9
0,FDC45,170.9106,1197.7742,0.136286138,17.0,OUT018,2,1,2,1.03244712302,1,3
2,FDI40,100.5358,2111.2518,0.125857678,11.5,OUT045,1,2,1,0.924160347642,1,7
2,FDQ11,256.5988,2055.9904,0.067700925,5.695,OUT046,0,2,1,1.02476656818,1,8
0,DRM48,36.0848,1193.1136,0.112896669,15.2,OUT046,0,2,1,0.929632601375,0,8
0,FDS12,126.5362,1761.7068,0.173973652,9.1,OUT013,2,0,1,0.874000862956,1,1
0,FDR46,146.076,2636.568,0.1453632375,16.85,OUT017,1,2,1,1.0,1,2
1,NCO02,65.9142,790.9704,0.073516952,11.15,OUT045,1,2,1,1.02986115862,2,7
0,FDQ52,247.4434,2980.1208,0.119285634,17.0,OUT013,2,0,1,0.928858984039,1,1
2,FDY28,215.2218,3419.5488,0.153011599,7.47,OUT017,1,2,1,1.29653694635,1,2
0,FDE32,37.3506,834.9132,0.04875891,20.7,OUT046,0,2,1,0.999069751731,1,8
2,FDJ58,173.2764,3779.0808,0.105276162,15.6,OUT035,1,2,1,0.874563388653,1,6
2,FDJ27,100.7674,814.9392,0.122123201,17.7,OUT045,1,2,1,1.00109589133,1,7
1,NCM18,60.0194,1114.5492,0.082970667,13.0,OUT049,0,1,1,0.876088759079,2,9
2,FDA02,146.3786,866.8716,0.029782937,14.0,OUT045,1,2,1,0.876502754909,1,7
2,FDT26,119.044,2396.88,0.067953506,18.85,OUT046,0,2,1,0.999069746083,1,8
0,DRD60,182.4634,1999.3974,0.03722507,15.7,OUT035,1,2,1,0.922115521281,0,6
1,NCR18,44.0112,468.7232,0.020487625,15.85,OUT046,0,2,1,0.999069749218,2,8
2,FDO27,94.3752,1342.2528,0.179077475,6.175,OUT046,0,2,1,0.958764788368,1,8
0,FDP25,216.4824,218.3824,0.037131628,15.2,OUT019,0,2,0,1.53153720864,1,4
2,FDQ51,48.3718,614.5334,0.017547958,16.0,OUT035,1,2,1,1.17263680526,1,6
1,NCH07,158.1604,1426.1436,0.093191195,13.15,OUT017,1,2,1,0.879676617842,2,2
2,FDP44,102.7332,1537.998,0.079875237,16.5,OUT045,1,2,1,0.931517923594,1,7
1,NCP55,57.0614,939.4438,0.01125332,14.65,OUT017,1,2,1,1.14820501316,2,2
2,FDO09,261.491,3418.883,0.125170423,13.5,OUT013,2,0,1,1.03206553881,1,1
0,FDP38,50.6008,404.8064,0.032152004,10.1,OUT049,0,1,1,0.876088761612,1,9
2,FDI48,51.4666,974.0654,0.056033565,11.85,OUT017,1,2,1,1.03338452845,1,2
2,FDS58,161.0578,2406.867,0.021049215,9.285,OUT045,1,2,1,1.02967834437,1,7
2,FDJ55,223.5404,5626.01,0.023526504,12.8,OUT035,1,2,1,0.929456825126,1,6
1,NCF06,260.8962,5956.9126,0.020229757,6.235,OUT049,0,1,1,0.93107792258,2,9
0,FDF41,246.846,6404.996,0.131445848,12.15,OUT045,1,2,1,0.876502763028,1,7
1,NCL05,44.077,216.385,0.083862625,19.6,OUT019,0,2,0,2.03202739083,2,4
2,FDT24,78.2328,1158.492,0.18614827,12.35,OUT049,0,1,1,1.17276752265,1,9
2,FDK08,101.0016,202.4032,0.204713036,9.195,OUT010,2,2,0,1.60533416047,1,0
0,FDU55,260.3278,2342.9502,0.036057562,16.2,OUT018,2,1,2,1.00313952991,1,3
1,NCY18,174.6054,2976.7918,0.031327839,7.285,OUT017,1,2,1,0.934890977253,2,2
2,FDS11,224.7088,3131.9232,0.055558509,7.05,OUT046,0,2,1,0.922289922,1,8
0,FDC28,109.9254,108.5254,0.0477043829,7.905,OUT019,0,2,0,1.0,1,4
2,FDR59,262.3594,4448.2098,0.063863551,14.5,OUT046,0,2,1,0.929632604226,1,8
0,DRE15,75.7012,1442.1228,0.01676533,13.35,OUT017,1,2,1,1.0,0,2
0,FDP19,128.4652,2841.6344,0.148077092222,11.5,OUT049,0,1,1,1.0,1,9
