Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDU59,2548.63961573,OUT035
FDU28,3062.68690269,OUT035
NCP30,686.704957156,OUT046
FDB39,950.461777537,OUT018
FDE41,1441.76483302,OUT013
DRH11,130.91771891,OUT010
FDA58,3882.31618198,OUT045
FDU50,1921.09980118,OUT046
FDM34,2033.79439196,OUT013
FDM44,2862.14985319,OUT027
FDR39,3062.68690269,OUT045
FDM25,2851.98521375,OUT045
FDQ49,2499.81866047,OUT049
DRH25,850.720610109,OUT018
FDM09,4298.23160025,OUT027
FDL44,383.838950781,OUT019
NCR42,650.878424482,OUT018
DRL59,902.652737638,OUT046
FDX43,2723.41675635,OUT013
DRK47,570.439510641,OUT010
FDU48,2036.49678893,OUT018
FDY12,762.390746878,OUT045
NCN43,2018.86280356,OUT018
NCM55,3059.96129984,OUT018
FDQ21,2991.70395263,OUT027
FDX13,4019.74637681,OUT035
NCK30,5866.20685047,OUT027
FDG20,2851.98521375,OUT049
DRG27,654.343488251,OUT017
FDY14,3832.83091679,OUT018
FDP59,1580.57099064,OUT035
FDU60,2748.88916472,OUT017
NCC18,414.90944772,OUT019
DRJ39,3719.20850052,OUT017
FDS07,1893.21499672,OUT049
FDM08,5865.37538751,OUT027
FDP51,2016.03367482,OUT045
FDU16,1420.89756951,OUT035
FDH12,1580.57099064,OUT013
DRE48,515.57404031,OUT010
NCL42,5865.37538751,OUT027
FDR21,2881.19110274,OUT045
NCW29,2036.49678893,OUT035
FDO11,4001.99653996,OUT013
NCM31,2053.46213133,OUT049
FDV35,369.001990527,OUT019
FDF58,981.527823403,OUT017
NCE43,2748.88916472,OUT049
FDA02,2447.7713319,OUT035
DRL37,130.91771891,OUT010
FDR24,1540.82681704,OUT018
FDW59,1415.38708384,OUT049
FDS22,696.537421351,OUT049
FDW24,731.117908974,OUT017
FDU24,1535.63062563,OUT035
FDA21,5108.11681482,OUT027
FDH58,2932.03936903,OUT027
FDW36,1584.44599346,OUT018
FDI45,4410.63579693,OUT027
FDU01,3059.96129984,OUT018
FDF35,2912.63436405,OUT027
FDU43,573.801231061,OUT019
FDE24,361.886480064,OUT019
FDK50,2556.96531209,OUT049
FDG31,1113.20719641,OUT045
FDC60,1496.60834893,OUT045
FDL36,1491.56836012,OUT013
FDP21,3062.68690269,OUT013
FDW16,1496.60834893,OUT045
FDX02,3820.74921835,OUT017
FDQ58,4062.26211153,OUT027
FDT51,1693.84438334,OUT046
FDD59,1338.58799156,OUT049
NCM42,1599.87238697,OUT018
FDA57,654.343488251,OUT018
FDZ48,1723.8463554,OUT035
FDE46,2472.57457342,OUT045
NCZ30,279.951501865,OUT019
FDB56,3062.68690269,OUT017
FDA25,2865.6849603,OUT027
FDD20,2021.21602276,OUT013
FDL25,1516.20568349,OUT013
NCO18,2872.09489938,OUT049
FDJ45,650.878424482,OUT017
FDR12,2766.02213611,OUT035
NCF19,130.91771891,OUT010
FDK25,2682.55133079,OUT046
NCR17,1898.18356535,OUT046
FDC52,2470.68275157,OUT046
NCA54,3018.31622829,OUT017
FDR45,570.114052193,OUT010
NCM19,1893.21499672,OUT049
FDF39,5865.37538751,OUT027
FDX23,1535.63062563,OUT049
FDD58,2854.71359798,OUT027
FDX28,1567.49977568,OUT013
NCD31,2556.96531209,OUT013
FDU57,2470.68275157,OUT018
FDI27,753.308933617,OUT046
NCM42,1585.57661598,OUT046
FDD32,2126.79172251,OUT027
FDI34,3812.27398969,OUT013
NCM29,2033.79439196,OUT049
FDG46,1839.98761638,OUT018
DRC01,130.91771891,OUT010
FDB15,5866.20685047,OUT027
NCA17,4032.26241266,OUT027
FDF10,2465.68488691,OUT046
FDR26,4738.40257557,OUT027
FDI02,1723.8463554,OUT049
NCM54,276.271100125,OUT010
FDF14,2470.68275157,OUT013
FDJ33,271.18320764,OUT010
FDM20,3909.53631079,OUT035
FDC03,5731.79904755,OUT027
NCX05,1927.63914736,OUT046
NCM41,2764.76540865,OUT027
NCU29,367.170949234,OUT010
FDQ59,1389.86933089,OUT017
FDH46,239.044445378,OUT010
FDH09,737.076994756,OUT013
NCD06,759.629777881,OUT045
FDC15,2495.51215299,OUT035
DRD37,995.978462051,OUT027
FDT28,4032.26241266,OUT027
FDR28,4266.27593248,OUT027
FDT38,1435.9219178,OUT017
FDV34,1454.44721029,OUT027
FDY52,1093.4053209,OUT035
FDB34,1439.7539446,OUT013
DRL23,1584.44599346,OUT018
DRB24,2478.70319756,OUT046
FDJ50,951.386518317,OUT046
FDQ49,2478.70319756,OUT035
FDP20,2021.21602276,OUT035
FDV19,4249.10274008,OUT027
NCR54,3062.68690269,OUT045
FDO09,573.051197747,OUT010
FDS57,2097.56022269,OUT018
FDN10,1927.63914736,OUT049
FDV23,2021.21602276,OUT049
FDY28,3694.62419739,OUT049
DRG51,2554.34065004,OUT013
FDD45,234.337114738,OUT019
NCL18,5723.70754953,OUT027
NCM29,2036.49678893,OUT013
FDF17,5731.79904755,OUT027
FDE22,2554.34065004,OUT017
FDQ22,650.878424482,OUT017
FDS01,2946.33394989,OUT013
FDW35,951.217101757,OUT027
FDJ33,2021.21602276,OUT046
NCF54,2849.92793801,OUT035
FDE09,1640.01990646,OUT013
NCE06,2554.34065004,OUT045
DRH49,1346.92793944,OUT049
FDY43,2766.02213611,OUT045
NCT05,4033.13558604,OUT017
FDZ34,3062.68690269,OUT045
FDL38,1449.22670589,OUT017
FDZ31,3062.68690269,OUT017
FDR14,963.645744133,OUT035
NCN54,1339.73845894,OUT049
NCC42,3020.60833802,OUT027
FDK08,1550.39637357,OUT017
FDP59,1580.57099064,OUT013
FDV22,2519.02769487,OUT035
FDD33,3858.28894004,OUT035
DRE60,5866.20685047,OUT027
FDK52,3841.63091769,OUT046
FDA02,2465.68488691,OUT017
FDM56,1599.87238697,OUT049
FDE57,2053.46213133,OUT035
FDM32,1492.98129203,OUT045
NCQ30,2982.56422236,OUT027
FDQ27,2865.6849603,OUT027
FDT60,2991.70395263,OUT027
FDU43,3889.40735323,OUT049
NCO55,1580.57099064,OUT035
FDG02,3062.68690269,OUT045
FDJ28,3062.68690269,OUT013
FDP40,1723.8463554,OUT045
FDJ38,3062.68690269,OUT045
NCC54,3880.60789386,OUT017
NCZ41,2021.21602276,OUT046
FDK38,367.178346044,OUT019
FDU52,2486.95042653,OUT013
FDC40,1248.63521487,OUT046
NCR30,1104.89861422,OUT017
NCN18,1723.8463554,OUT017
FDB50,1345.24894461,OUT035
FDG04,3062.68690269,OUT013
FDR26,2873.96042478,OUT035
NCT17,3059.96129984,OUT018
FDX35,5866.20685047,OUT027
FDS12,2029.11730274,OUT046
NCZ29,2995.95332943,OUT027
FDB38,384.577603524,OUT010
FDP12,650.878424482,OUT013
FDP22,808.734869289,OUT046
FDS26,3832.49603859,OUT018
FDR52,3062.68690269,OUT046
DRJ13,2554.34065004,OUT046
FDU48,3015.30437464,OUT027
FDE29,1034.65538951,OUT035
NCT29,2018.86280356,OUT049
DRK37,3059.96129984,OUT018
FDK55,1474.66585642,OUT046
FDR07,1535.63062563,OUT046
FDO21,5866.20685047,OUT027
FDK46,4070.03628313,OUT049
FDB12,1580.57099064,OUT045
FDT31,5114.43724763,OUT027
FDJ33,2021.21602276,OUT045
FDC26,2917.22947561,OUT027
NCQ02,3062.68690269,OUT045
FDP08,518.473585671,OUT010
FDB11,5866.20685047,OUT027
FDV55,2465.68488691,OUT013
FDW20,2018.86280356,OUT049
NCJ18,278.251395172,OUT019
FDC41,1233.5187579,OUT018
FDE14,2862.14985319,OUT027
FDG35,2851.98521375,OUT013
FDF45,963.645744133,OUT035
FDS19,1953.76728568,OUT027
FDS58,384.431727881,OUT019
FDA26,3773.19542431,OUT017
FDM32,1475.82344908,OUT049
FDL45,2021.21602276,OUT046
FDZ55,2548.63961573,OUT049
FDY37,2053.46213133,OUT049
FDO46,3062.68690269,OUT046
FDQ60,2006.5833476,OUT046
FDA19,2033.79439196,OUT018
FDL15,2478.70319756,OUT046
FDM10,3462.30836799,OUT018
NCL05,655.130215717,OUT017
DRK49,130.91771891,OUT010
NCE18,5865.37538751,OUT027
FDG40,682.453165921,OUT049
DRI59,3796.71046094,OUT045
FDK28,4024.15840806,OUT035
NCD06,130.91771891,OUT019
FDO11,570.874681658,OUT019
FDK27,1985.54073834,OUT046
FDT43,1021.35979524,OUT027
FDD38,1579.10684305,OUT018
FDA16,3760.91389771,OUT049
FDL14,4062.26211153,OUT027
NCM17,687.536184138,OUT049
FDD20,2021.21602276,OUT045
FDA40,1480.03939117,OUT045
FDL43,1339.73845894,OUT045
FDV15,1580.57099064,OUT045
FDE52,1495.86836936,OUT046
NCL17,360.141953117,OUT010
NCJ31,3872.5835741,OUT045
FDR60,1338.58799156,OUT045
NCA18,1921.09980118,OUT035
FDS21,1346.23886028,OUT027
FDW09,1344.09847723,OUT035
FDL26,2478.70319756,OUT035
FDS47,1536.73152817,OUT018
FDC39,3441.79671252,OUT046
FDT51,1693.84438334,OUT035
FDK40,4083.02444407,OUT035
NCG19,3858.886988,OUT045
FDZ07,1056.87395329,OUT046
FDF08,2657.24270025,OUT027
FDO04,915.453313172,OUT013
FDK41,1456.69097301,OUT018
FDP15,4028.94378827,OUT049
NCD43,1584.44599346,OUT018
NCP18,2468.17388851,OUT013
FDZ51,1519.96047896,OUT046
DRH13,1590.11817701,OUT035
FDF38,685.918229689,OUT045
NCI43,762.390746878,OUT045
FDM38,1201.73165644,OUT027
FDS03,1051.94993128,OUT013
DRJ47,2849.92793801,OUT017
FDT50,229.925230296,OUT010
FDV02,2851.98521375,OUT046
NCG18,1580.57099064,OUT017
FDW52,2563.6855231,OUT046
FDS40,682.453165921,OUT035
FDN31,3062.68690269,OUT017
FDA37,2018.86280356,OUT045
FDA15,4012.99683651,OUT046
FDL39,3016.28493832,OUT046
FDJ53,2018.86280356,OUT045
FDX22,3666.34677511,OUT013
NCZ42,3888.21158752,OUT045
FDD56,4451.08395677,OUT027
FDD40,3062.68690269,OUT017
FDS50,3755.44517006,OUT013
NCN14,3062.68690269,OUT013
FDT15,3062.68690269,OUT013
NCS18,2887.84399777,OUT027
NCO26,269.259867726,OUT010
FDF58,1027.818778,OUT018
NCB19,1442.9153004,OUT013
FDH26,2050.26466145,OUT017
DRB24,4062.26211153,OUT027
FDA49,1495.72252638,OUT018
FDB32,1535.63062563,OUT045
FDI36,3062.68690269,OUT017
NCA17,363.881694647,OUT010
FDH22,2021.21602276,OUT013
NCM26,2478.70319756,OUT018
FDT15,5108.94827778,OUT027
FDB16,1504.46351358,OUT018
NCP54,2991.70395263,OUT027
FDJ36,1575.23184024,OUT013
FDO28,2006.5833476,OUT045
FDU09,914.251942725,OUT013
FDF29,2029.11730274,OUT017
FDY08,2047.62927459,OUT013
DRJ59,650.878424482,OUT018
FDT23,1954.91775305,OUT027
FDU15,650.878424482,OUT018
FDT47,1533.78989619,OUT013
FDI53,388.773012632,OUT019
FDR59,3844.89525212,OUT018
FDD53,685.918229689,OUT035
FDY51,3754.17530513,OUT017
FDT04,685.025302589,OUT049
FDU51,2872.09489938,OUT049
FDG14,2470.68275157,OUT035
NCU06,3825.36487523,OUT045
DRG25,3062.68690269,OUT046
DRH49,1422.00403559,OUT035
FDN15,2045.45543727,OUT035
FDL43,1287.05742977,OUT018
NCT18,3062.68690269,OUT049
NCB31,4029.46305917,OUT013
FDK57,1980.2594921,OUT035
FDY04,386.500842387,OUT019
NCP54,2018.86280356,OUT046
FDF41,3863.96722203,OUT013
FDM01,1580.57099064,OUT045
FDW03,1580.57099064,OUT045
FDF28,2018.86280356,OUT045
FDY37,2053.46213133,OUT017
FDQ03,3897.34703891,OUT017
FDP51,2944.73922121,OUT027
FDJ40,1693.84438334,OUT017
FDC32,1519.96047896,OUT049
DRI49,2165.03409324,OUT027
NCW54,912.907320257,OUT017
FDF09,650.878424482,OUT017
FDP45,3795.50846712,OUT018
DRJ23,3059.96129984,OUT018
FDS59,1696.5393243,OUT017
FDY08,2045.45543727,OUT046
FDX16,2465.68488691,OUT049
FDY16,3059.96129984,OUT018
FDK32,2478.70319756,OUT035
FDQ22,654.343488251,OUT013
NCC31,2497.38938016,OUT018
FDG58,2478.70319756,OUT049
DRF48,3062.68690269,OUT013
DRH36,1149.0353183,OUT049
NCR30,1210.42300004,OUT035
FDB03,573.232015264,OUT019
FDZ28,2995.95332943,OUT027
FDR35,3075.68143507,OUT017
DRD15,5866.20685047,OUT027
FDJ33,279.70543052,OUT019
FDA56,271.18320764,OUT010
FDP56,760.961529884,OUT046
NCT30,760.961529884,OUT046
FDK15,1562.69027635,OUT017
FDH44,2465.68488691,OUT018
FDV01,2484.2595918,OUT013
DRG03,2472.57457342,OUT017
FDG50,2671.60082292,OUT027
FDR16,571.811374416,OUT010
FDZ60,1580.57099064,OUT046
DRG03,2478.70319756,OUT045
FDS56,3847.40014686,OUT018
FDU33,749.412105276,OUT045
DRD27,1548.28347327,OUT035
FDW22,3787.59770777,OUT046
DRA24,2556.96531209,OUT045
FDF38,685.025302589,OUT049
FDX48,2478.70319756,OUT013
FDS58,2548.63961573,OUT018
FDC32,1519.96047896,OUT046
NCQ29,4047.3119651,OUT045
DRK39,1455.54050563,OUT018
NCS38,1898.18356535,OUT017
DRO47,1723.8463554,OUT013
DRG27,951.217101757,OUT027
FDC57,5704.44202611,OUT027
FDS55,2465.68488691,OUT046
NCJ06,2008.734254,OUT018
FDO01,283.342899997,OUT019
NCM55,3062.68690269,OUT045
FDC52,2472.57457342,OUT049
FDQ15,1344.67683731,OUT045
NCT30,1021.35979524,OUT027
NCR42,946.965310522,OUT027
FDD28,963.645744133,OUT035
FDQ34,1580.57099064,OUT049
FDZ12,3020.60833802,OUT027
DRE13,202.215282819,OUT019
NCN07,284.380013795,OUT019
FDM28,3013.32441762,OUT035
FDI10,2849.92793801,OUT017
FDQ25,2771.75208413,OUT013
FDA38,569.720568824,OUT010
DRI13,3707.64111483,OUT049
FDY20,2679.69849925,OUT027
NCZ53,3062.68690269,OUT035
NCM31,2447.7713319,OUT013
DRB01,3062.68690269,OUT017
DRF37,4070.39603742,OUT046
NCF42,2872.09489938,OUT049
FDF16,2468.17388851,OUT018
FDB41,729.68869198,OUT013
FDR34,3818.16486062,OUT013
FDR15,2497.38938016,OUT018
NCV42,274.860371972,OUT019
FDW51,3673.27739262,OUT035
FDU36,1533.78989619,OUT017
FDX60,1363.71094916,OUT049
FDY03,1883.78778984,OUT035
FDW55,3937.5700579,OUT045
FDT01,571.550129187,OUT010
FDG58,2484.2595918,OUT013
FDK21,4029.83107493,OUT017
NCS41,466.96943763,OUT019
FDS10,3044.42172408,OUT045
NCT53,2563.6855231,OUT046
FDJ28,3059.96129984,OUT018
FDX44,1474.66585642,OUT045
FDT20,653.45056115,OUT018
FDO44,1640.01990646,OUT017
NCX17,3856.7988921,OUT049
FDY01,1927.63914736,OUT017
FDJ12,5866.20685047,OUT027
DRK35,650.878424482,OUT018
FDD47,392.764726745,OUT019
NCM53,1580.57099064,OUT035
FDO45,1452.4008386,OUT013
NCM42,255.26764849,OUT010
FDE04,2946.33394989,OUT046
NCI30,5866.20685047,OUT027
FDZ19,2851.98521375,OUT013
FDW57,2881.19110274,OUT013
FDA25,1575.23184024,OUT013
FDT22,980.409623069,OUT046
FDP51,1963.36586185,OUT013
FDD48,2929.15645317,OUT027
FDY39,3062.68690269,OUT035
FDO48,572.688805875,OUT010
FDD23,5108.11681482,OUT027
DRN35,946.965310522,OUT027
FDT01,3684.93513784,OUT035
FDC20,130.91771891,OUT010
DRJ35,1059.6867644,OUT035
FDB32,1524.65780487,OUT046
FDL24,2851.98521375,OUT046
NCV42,1802.8202596,OUT035
FDZ46,1599.87238697,OUT046
FDC15,2497.38938016,OUT013
FDD08,130.91771891,OUT019
FDY50,1492.98129203,OUT049
FDD36,1974.70250445,OUT013
FDG57,1021.35979524,OUT027
FDL21,654.343488251,OUT018
FDN16,2862.14985319,OUT027
FDJ09,1011.9190575,OUT027
FDS01,425.701329027,OUT010
FDV33,4078.27958727,OUT017
DRE12,1898.18356535,OUT017
FDR07,1533.78989619,OUT013
FDP48,469.052597578,OUT010
NCB55,963.645744133,OUT035
FDQ08,963.862519248,OUT013
FDR34,3832.5094043,OUT035
FDO33,1725.83228121,OUT046
FDP13,685.025302589,OUT045
FDX12,3894.86938936,OUT049
NCT06,2629.32346782,OUT049
FDR16,570.802896618,OUT019
FDE36,2563.6855231,OUT046
FDZ36,3062.68690269,OUT049
FDV13,1478.06355891,OUT045
NCZ17,682.453165921,OUT035
FDU56,3062.68690269,OUT045
FDM09,2835.1374766,OUT035
FDV02,2851.98521375,OUT017
FDS34,1839.98761638,OUT018
FDA11,1535.63062563,OUT049
FDP09,3676.62299282,OUT017
FDB29,2921.81061744,OUT027
FDT19,2851.98521375,OUT017
DRH15,662.229616034,OUT017
FDY38,3823.9959112,OUT046
FDF14,4039.57502648,OUT027
FDN48,225.568820513,OUT010
FDQ12,3824.17682904,OUT013
NCJ43,2851.98521375,OUT045
FDE17,365.204344821,OUT019
FDB05,3993.58309727,OUT035
FDH10,3062.68690269,OUT045
NCR06,654.343488251,OUT017
FDU32,2018.86280356,OUT018
FDD56,2851.98521375,OUT049
FDO36,3017.35369729,OUT018
FDH16,223.124894288,OUT010
FDX10,650.878424482,OUT018
FDZ37,1463.12125827,OUT017
FDU31,570.874681658,OUT010
DRC49,2053.46213133,OUT049
FDL15,2472.57457342,OUT045
FDN32,489.139334968,OUT019
DRH59,1419.81412202,OUT027
NCU29,2465.68488691,OUT049
FDR37,469.691402561,OUT019
FDS14,2512.67567454,OUT018
FDU02,5866.20685047,OUT027
FDJ08,3062.68690269,OUT035
NCZ06,3997.12437106,OUT045
FDO31,1383.3176289,OUT049
FDH31,1571.37477849,OUT018
FDS58,2548.63961573,OUT017
NCA53,1021.35979524,OUT027
FDF50,3062.68690269,OUT046
NCW42,3774.05124338,OUT049
NCQ17,2497.38938016,OUT045
FDK51,3858.91964299,OUT018
NCW41,378.289635186,OUT010
NCR29,911.705949809,OUT017
FDB08,383.693075138,OUT019
FDA40,2455.87511353,OUT027
FDL14,2531.78638454,OUT018
FDB47,3588.52016679,OUT046
FDO03,3836.75931224,OUT035
DRK13,526.413867972,OUT019
FDX13,570.395810349,OUT010
FDF52,3062.68690269,OUT046
FDT11,3062.68690269,OUT013
FDB08,2548.63961573,OUT013
FDQ28,2497.38938016,OUT018
FDD29,4012.99683651,OUT045
NCQ29,5865.37538751,OUT027
NCO02,1050.7994639,OUT013
FDR56,520.35881086,OUT010
NCM54,2021.21602276,OUT049
FDP51,1927.63914736,OUT035
FDT38,1435.77930541,OUT013
FDZ20,3803.63312782,OUT018
FDJ53,2016.03367482,OUT013
FDX13,4015.06239581,OUT049
FDP58,3758.06980671,OUT035
NCK31,130.91771891,OUT019
FDA35,2018.86280356,OUT018
FDV37,3078.02309679,OUT018
NCO07,5866.20685047,OUT027
FDA20,3062.68690269,OUT045
FDZ59,2723.41675635,OUT035
NCY17,667.437760264,OUT017
FDQ28,2478.70319756,OUT035
FDV35,2484.2595918,OUT017
FDQ36,650.878424482,OUT013
FDD34,2556.96531209,OUT018
FDK51,4059.36680102,OUT045
FDV31,2851.98521375,OUT035
FDR04,1535.63062563,OUT035
FDR14,961.229289084,OUT049
DRC36,418.626118318,OUT010
FDE39,279.951501865,OUT019
FDP57,1580.57099064,OUT049
FDE57,2053.46213133,OUT046
NCN18,1721.26006739,OUT046
NCQ05,2468.17388851,OUT018
FDW47,2008.734254,OUT035
FDV46,2039.08893495,OUT035
NCP29,1106.79094376,OUT045
FDE09,1688.90281425,OUT018
NCU06,5866.20685047,OUT027
FDT19,416.30437756,OUT010
DRF15,2472.57457342,OUT017
DRI51,2766.02213611,OUT013
NCX54,1580.57099064,OUT013
DRE01,3874.01107376,OUT013
NCB07,3062.68690269,OUT045
FDU50,1898.18356535,OUT035
FDG40,682.453165921,OUT035
FDW10,2849.2596109,OUT018
FDX51,3062.68690269,OUT013
NCP17,1115.49744205,OUT045
FDP21,3062.68690269,OUT035
FDL04,1580.57099064,OUT045
FDV23,2018.86280356,OUT013
FDF24,1379.37839458,OUT046
FDH56,2921.81061744,OUT027
FDB51,1042.38229857,OUT049
FDI58,2823.06447212,OUT027
FDR20,728.356939977,OUT013
FDC51,2018.86280356,OUT018
FDB16,2455.87511353,OUT027
FDE40,1034.65538951,OUT049
NCM17,687.536184138,OUT035
FDU56,3062.68690269,OUT035
FDS32,286.768829475,OUT019
FDX02,3802.76700898,OUT049
FDT39,4052.8890355,OUT027
FDE35,916.222848715,OUT017
NCI42,566.444438734,OUT019
DRL23,1580.57099064,OUT046
FDA10,2018.86280356,OUT046
FDA11,1533.78989619,OUT013
NCM06,2484.2595918,OUT046
NCT05,4025.86743676,OUT035
NCQ02,488.445588661,OUT010
NCY06,2033.79439196,OUT049
FDY56,3796.04740973,OUT035
FDL02,1580.57099064,OUT035
NCI06,2891.05844185,OUT035
FDQ14,2468.17388851,OUT045
FDQ12,3836.16724383,OUT017
FDP36,760.961529884,OUT046
FDK21,5866.20685047,OUT027
FDO40,2465.68488691,OUT045
NCK54,277.001185783,OUT019
FDY09,2866.92119434,OUT018
NCW30,4057.00766108,OUT049
NCC55,946.965310522,OUT027
FDE58,1927.63914736,OUT018
FDR39,3062.68690269,OUT013
FDU28,3062.68690269,OUT049
FDH08,3838.16421574,OUT017
FDG35,2851.98521375,OUT045
FDG22,682.453165921,OUT049
FDC34,2512.67567454,OUT035
FDP15,3815.15625803,OUT018
FDK34,571.353875524,OUT010
FDU45,1921.09980118,OUT035
FDQ04,950.430374291,OUT027
FDX22,3454.64331002,OUT018
FDB45,1580.57099064,OUT017
NCH43,5866.20685047,OUT027
DRE60,3784.2590078,OUT046
FDD17,5866.20685047,OUT027
NCM54,2029.11730274,OUT017
NCH55,2029.11730274,OUT013
NCT06,2563.6855231,OUT017
FDA48,5865.37538751,OUT027
FDY58,5866.20685047,OUT027
FDO25,3673.27739262,OUT045
FDN50,1535.63062563,OUT045
FDH35,2563.6855231,OUT035
FDK09,3813.19191779,OUT045
FDO16,1392.59489161,OUT013
FDW11,1115.49744205,OUT045
FDU47,3020.60833802,OUT027
NCQ42,276.271100125,OUT010
FDK55,2671.60082292,OUT027
FDN08,1923.15875246,OUT049
FDT57,3872.42988828,OUT045
FDJ12,3402.19226839,OUT018
DRL59,789.452332442,OUT017
NCN53,682.453165921,OUT046
FDO51,130.91771891,OUT010
FDK56,3062.68690269,OUT017
FDY12,866.1455117,OUT035
FDU15,682.453165921,OUT035
FDQ19,3902.78027447,OUT046
DRF15,2478.70319756,OUT045
DRE25,232.816853129,OUT019
FDK57,1980.2594921,OUT018
FDD33,570.99210169,OUT010
FDR34,5866.20685047,OUT027
FDU04,2018.86280356,OUT045
FDE35,131.217278273,OUT019
NCD31,2556.96531209,OUT035
FDJ56,1560.02748031,OUT035
NCU53,2563.6855231,OUT046
FDD39,3674.9347877,OUT035
NCU17,248.747954717,OUT019
FDJ20,2018.86280356,OUT046
NCW41,2519.02769487,OUT018
FDL52,685.025302589,OUT035
FDS39,2053.46213133,OUT035
DRJ47,2851.98521375,OUT045
FDP13,130.91771891,OUT010
DRK39,186.45067252,OUT010
FDF28,273.777402224,OUT010
FDB09,2021.21602276,OUT045
FDM51,1550.39637357,OUT046
DRM49,704.003415143,OUT018
DRF23,2851.98521375,OUT013
DRH01,2851.98521375,OUT035
FDH12,2880.32272503,OUT027
FDA28,280.505820523,OUT019
FDW37,1538.73458341,OUT018
FDF02,1580.57099064,OUT046
DRL37,687.536184138,OUT046
NCF43,2053.46213133,OUT046
FDH08,569.720568824,OUT010
FDR34,573.082289244,OUT019
NCK19,3062.68690269,OUT049
NCD55,655.130215717,OUT018
FDT27,3831.69463528,OUT049
FDQ57,2465.68488691,OUT045
FDA47,2554.34065004,OUT035
DRG15,1345.0883929,OUT027
FDE05,2465.68488691,OUT018
FDN46,1567.49977568,OUT046
FDX27,2764.76540865,OUT027
FDT51,1688.90281425,OUT045
FDU33,664.962679912,OUT013
FDJ16,1226.67014459,OUT027
FDD20,279.365260638,OUT019
FDT36,682.453165921,OUT049
DRF15,4045.92413118,OUT027
FDN52,199.631006114,OUT010
FDC22,5703.61056315,OUT027
FDX15,2548.63961573,OUT045
FDT13,3062.68690269,OUT013
FDU04,2018.86280356,OUT017
FDU31,570.874681658,OUT019
FDW59,2447.95812025,OUT027
NCO29,2563.6855231,OUT046
FDL15,2472.57457342,OUT035
FDI41,2465.68488691,OUT049
FDQ48,1546.79841782,OUT049
DRI39,918.768841631,OUT013
FDI08,4010.91393464,OUT013
FDC21,1676.58126467,OUT049
FDF58,1077.59775941,OUT035
FDS08,423.552726533,OUT010
FDE47,2018.86280356,OUT045
NCP18,366.986939009,OUT019
NCR41,1533.78989619,OUT013
FDA27,4013.54582874,OUT013
FDA43,3062.68690269,OUT035
FDA49,1464.44685335,OUT045
NCE55,2878.46549988,OUT018
DRM49,1014.08636585,OUT027
FDF22,5866.20685047,OUT027
FDQ15,1395.79315415,OUT018
NCS54,2851.98521375,OUT017
NCY05,650.878424482,OUT013
FDR45,3906.34906812,OUT046
FDK57,2018.86280356,OUT049
FDF41,570.263778213,OUT010
FDV21,2021.21602276,OUT046
FDD51,750.51356006,OUT046
FDF33,1599.87238697,OUT046
FDA38,3885.43612677,OUT046
FDR56,3062.68690269,OUT045
NCN41,2018.86280356,OUT017
FDC60,2570.85683354,OUT027
FDB47,3588.52016679,OUT045
DRH01,2851.98521375,OUT013
FDW08,1580.57099064,OUT046
FDF38,950.430374291,OUT027
FDY32,2556.96531209,OUT017
FDG34,1599.87238697,OUT049
FDG47,570.598618321,OUT019
NCF18,3062.68690269,OUT035
FDL39,447.264086296,OUT019
NCH55,2021.21602276,OUT035
DRJ35,1038.52594466,OUT049
FDS44,3884.3210227,OUT035
DRE01,3666.72915741,OUT018
FDY39,3062.68690269,OUT013
FDY32,2554.34065004,OUT018
FDR33,2917.22947561,OUT027
NCP50,1363.71094916,OUT049
FDZ47,1545.78178736,OUT018
FDU57,2472.57457342,OUT049
FDY44,3062.68690269,OUT013
DRH59,1181.47661371,OUT018
FDB03,5866.20685047,OUT027
FDY46,3062.68690269,OUT045
FDM39,2873.96042478,OUT045
FDY36,1185.05320689,OUT035
NCM55,3062.68690269,OUT035
FDJ50,130.91771891,OUT010
DRL60,2470.68275157,OUT013
NCJ54,3855.51534553,OUT049
FDX59,650.878424482,OUT017
FDI07,3133.08044352,OUT013
DRF51,130.91771891,OUT010
FDM14,1599.87238697,OUT017
FDP21,3062.68690269,OUT045
FDE40,1115.28370794,OUT035
FDE05,2465.68488691,OUT035
FDM13,3015.30437464,OUT027
FDC34,4149.51392436,OUT027
NCI55,2018.86280356,OUT018
NCE43,2746.16356187,OUT018
FDW58,1584.44599346,OUT018
FDG60,3860.27878947,OUT045
FDV31,2851.98521375,OUT017
FDR47,3062.68690269,OUT013
FDM60,130.91771891,OUT019
NCF06,3832.71244507,OUT018
NCN26,2932.03936903,OUT027
FDQ59,1454.75050065,OUT049
FDF09,682.453165921,OUT046
NCS06,4075.39614969,OUT017
FDT44,1932.57386317,OUT046
FDI19,3922.72481684,OUT017
FDT22,964.550426641,OUT017
NCF54,4298.23160025,OUT027
DRG25,3062.68690269,OUT045
FDB59,3062.68690269,OUT017
FDQ37,3062.68690269,OUT017
FDP56,760.961529884,OUT035
FDW44,2851.98521375,OUT035
FDJ26,573.625498633,OUT010
FDU43,3658.18651416,OUT018
FDW33,1580.57099064,OUT045
NCX53,3132.82765795,OUT027
FDN56,366.836440044,OUT010
DRF15,2472.57457342,OUT049
FDO33,1900.23616636,OUT017
FDZ39,239.393419265,OUT010
NCJ19,912.907320257,OUT017
