Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDX08,2781.02221349,OUT013
NCK17,-1109.68510377,OUT010
FDF39,3956.25280953,OUT035
FDU45,299.731652095,OUT010
NCJ18,2385.29486722,OUT018
DRC27,2409.90895543,OUT019
DRC25,1398.21738704,OUT035
FDU59,2400.1640517,OUT035
FDU28,2868.10052895,OUT035
NCP30,796.170607326,OUT046
FDB39,1502.66855397,OUT018
FDE41,1122.0027423,OUT013
DRH11,-588.514656887,OUT010
FDA58,3376.43346525,OUT045
FDU50,1761.99046171,OUT046
FDM34,1889.51729457,OUT013
FDM44,2979.86447179,OUT027
FDR39,2776.91741239,OUT045
FDM25,2777.50430353,OUT045
FDQ49,2697.47835927,OUT049
DRH25,1370.60076895,OUT018
FDM09,4010.91833553,OUT027
FDL44,1085.175033,OUT019
NCR42,1124.19431107,OUT018
DRL59,1099.44080777,OUT046
FDX43,2235.90396896,OUT013
DRK47,1833.71997319,OUT010
FDU48,2671.62713808,OUT018
FDY12,777.104869203,OUT045
NCN43,2477.2189326,OUT018
NCM55,3372.85879225,OUT018
FDQ21,3146.89666611,OUT027
FDX13,3814.55140693,OUT035
NCK30,5126.65218511,OUT027
FDG20,2950.534011,OUT049
DRG27,447.646656497,OUT017
FDY14,4624.4971133,OUT018
FDP59,1758.76197759,OUT035
FDU60,2443.96538827,OUT017
NCC18,961.591098744,OUT019
DRJ39,3234.99169243,OUT017
FDS07,1761.4779863,OUT049
FDM08,4611.04059984,OUT027
FDP51,1983.3443867,OUT045
FDU16,1144.85484369,OUT035
FDH12,1637.44127878,OUT013
DRE48,1228.62798562,OUT010
NCL42,4925.42067293,OUT027
FDR21,2841.32450286,OUT045
NCW29,2152.78144883,OUT035
FDO11,3857.46883396,OUT013
NCM31,2307.28354077,OUT049
FDV35,851.132375276,OUT019
FDF58,810.03466646,OUT017
NCE43,2885.57582135,OUT049
FDA02,2389.89167634,OUT035
DRL37,-1055.79705677,OUT010
FDR24,2066.40368282,OUT018
FDW59,1497.26888284,OUT049
FDS22,1016.23166529,OUT049
FDW24,790.629397945,OUT017
FDU24,1260.19827779,OUT035
FDA21,3917.17928759,OUT027
FDH58,2864.13676635,OUT027
FDW36,2209.1462371,OUT018
FDI45,3970.41803241,OUT027
FDU01,3414.73073662,OUT018
FDF35,2853.04992149,OUT027
FDU43,1992.06205522,OUT019
FDE24,829.556105563,OUT019
FDK50,2678.46554773,OUT049
FDG31,1079.34865154,OUT045
FDC60,1576.8174304,OUT045
FDL36,1400.4349053,OUT013
FDP21,2960.01938807,OUT013
FDW16,1627.29938508,OUT045
FDX02,3211.47510457,OUT017
FDQ58,3296.47696425,OUT027
FDT51,2044.96137284,OUT046
FDD59,1329.78709252,OUT049
NCM42,2299.62889046,OUT018
FDA57,1190.32900108,OUT018
FDZ48,1685.87013727,OUT035
FDE46,2452.60166763,OUT045
NCZ30,402.173950172,OUT019
FDB56,2552.17765893,OUT017
FDA25,2864.04180046,OUT027
FDD20,1814.51016767,OUT013
FDL25,1306.93274544,OUT013
NCO18,3059.77988987,OUT049
FDJ45,482.421950008,OUT017
FDR12,2780.78250345,OUT035
NCF19,-708.163869752,OUT010
FDK25,2707.75098776,OUT046
NCR17,1888.27450515,OUT046
FDC52,2478.8600296,OUT046
NCA54,2662.791541,OUT017
FDR45,1830.12177839,OUT010
NCM19,1815.53655234,OUT049
FDF39,5237.56694362,OUT027
FDX23,1810.70143462,OUT049
FDD58,2928.00048935,OUT027
FDX28,1053.74361624,OUT013
NCD31,2448.3350943,OUT013
FDU57,2986.06902675,OUT018
FDI27,871.935560939,OUT046
NCM42,1879.5547616,OUT046
FDD32,2622.98825541,OUT027
FDI34,3441.53664197,OUT013
NCM29,2305.72650819,OUT049
FDG46,2467.39916076,OUT018
DRC01,-679.948787361,OUT010
FDB15,5222.65753546,OUT027
NCA17,3334.64555022,OUT027
FDF10,2182.13684543,OUT046
FDR26,4035.90705014,OUT027
FDI02,1944.15767278,OUT049
NCM54,296.483368146,OUT010
FDF14,2196.96189044,OUT013
FDJ33,375.734772612,OUT010
FDM20,3625.52145412,OUT035
FDC03,4326.31817948,OUT027
NCX05,2012.8804889,OUT046
NCM41,2680.3256071,OUT027
NCU29,792.256561981,OUT010
FDQ59,1017.7956785,OUT017
FDH46,38.9337257173,OUT010
FDH09,690.892973056,OUT013
NCD06,831.25711747,OUT045
FDC15,2338.07531094,OUT035
DRD37,1997.08670535,OUT027
FDT28,3600.91244874,OUT027
FDR28,3881.37051248,OUT027
FDT38,1164.33553286,OUT017
FDV34,2588.26292385,OUT027
FDY52,1015.10600689,OUT035
FDB34,1308.98851083,OUT013
DRL23,2288.75567209,OUT018
DRB24,2516.33974258,OUT046
FDJ50,1083.59032702,OUT046
FDQ49,2438.70395797,OUT035
FDP20,1894.12124316,OUT035
FDV19,3870.75592558,OUT027
NCR54,2925.06066067,OUT045
FDO09,2089.68593231,OUT010
FDS57,2630.14766447,OUT018
FDN10,1990.33449521,OUT049
FDV23,2070.29837102,OUT049
FDY28,3097.51596575,OUT049
DRG51,2480.43737122,OUT013
FDD45,-323.775513871,OUT019
NCL18,4163.68142651,OUT027
NCM29,1973.23445979,OUT013
FDF17,4314.60094359,OUT027
FDE22,2443.89410208,OUT017
FDQ22,465.75345204,OUT017
FDS01,2668.87188803,OUT013
FDW35,2057.37630601,OUT027
FDJ33,2189.87900002,OUT046
NCF54,2731.94302178,OUT035
FDE09,1637.94562742,OUT013
NCE06,2589.96670458,OUT045
DRH49,1451.03559639,OUT049
FDY43,2407.57294929,OUT045
NCT05,3680.73690727,OUT017
FDZ34,2745.1513762,OUT045
FDL38,1412.58503697,OUT017
FDZ31,2547.79154412,OUT017
FDR14,935.905314021,OUT035
NCN54,1550.65613993,OUT049
NCC42,3459.39885889,OUT027
FDK08,1378.00353032,OUT017
FDP59,1691.01472112,OUT013
FDV22,2533.95783114,OUT035
FDD33,3275.59312677,OUT035
DRE60,4713.96202099,OUT027
FDK52,3443.1957764,OUT046
FDA02,2270.67069309,OUT017
FDM56,1930.39397215,OUT049
FDE57,2157.42418722,OUT035
FDM32,1275.76695008,OUT045
NCQ30,3270.4864563,OUT027
FDQ27,2919.75505267,OUT027
FDT60,3285.1407051,OUT027
FDU43,3844.10801351,OUT049
NCO55,1742.87831619,OUT035
FDG02,3029.71134435,OUT045
FDJ28,2739.71898047,OUT013
FDP40,1898.8052231,OUT045
FDJ38,2934.99986004,OUT045
NCC54,3573.78635974,OUT017
NCZ41,1856.64650911,OUT046
FDK38,1587.58301187,OUT019
FDU52,2200.26558824,OUT013
FDC40,1350.97536282,OUT046
NCR30,1023.40104545,OUT017
NCN18,1110.93120534,OUT017
FDB50,1228.60688425,OUT035
FDG04,2842.5777653,OUT013
FDR26,2755.08695131,OUT035
NCT17,3378.0737976,OUT018
FDX35,4749.30682925,OUT027
FDS12,2122.41402888,OUT046
NCZ29,3235.68034082,OUT027
FDB38,502.572564584,OUT010
FDP12,551.014587572,OUT013
FDP22,800.405112417,OUT046
FDS26,4492.19742241,OUT018
FDR52,3196.30813646,OUT046
DRJ13,2665.92467063,OUT046
FDU48,3382.31375582,OUT027
FDE29,966.011231019,OUT035
NCT29,2169.0734815,OUT049
DRK37,3079.96628378,OUT018
FDK55,1581.95808138,OUT046
FDR07,1722.17349208,OUT046
FDO21,4805.51906381,OUT027
FDK46,4093.79276624,OUT049
FDB12,1648.06901869,OUT045
FDT31,4271.75038121,OUT027
FDJ33,2097.56723792,OUT045
FDC26,2964.38474499,OUT027
NCQ02,2856.53765919,OUT045
FDP08,1314.6314258,OUT010
FDB11,4723.4576177,OUT027
FDV55,2097.74469299,OUT013
FDW20,2051.86415986,OUT049
NCJ18,387.573522838,OUT019
FDC41,1799.27266858,OUT018
FDE14,2878.8342705,OUT027
FDG35,2429.09625511,OUT013
FDF45,979.973429508,OUT035
FDS19,2459.15146559,OUT027
FDS58,889.521754586,OUT019
FDA26,3243.78927504,OUT017
FDM32,1456.76933632,OUT049
FDL45,2203.51959775,OUT046
FDZ55,2666.74895294,OUT049
FDY37,2522.07764959,OUT049
FDO46,3040.42613797,OUT046
FDQ60,2052.78662319,OUT046
FDA19,2469.53862794,OUT018
FDL15,2606.01681036,OUT046
FDM10,3714.16242323,OUT018
NCL05,338.22154922,OUT017
DRK49,-1061.40270564,OUT010
NCE18,4886.50683246,OUT027
FDG40,943.398569161,OUT049
DRI59,3243.42495936,OUT045
FDK28,3914.31864042,OUT035
NCD06,-723.186431799,OUT019
FDO11,2531.95919891,OUT019
FDK27,2069.59020692,OUT046
FDT43,2220.53137269,OUT027
FDD38,2226.26627273,OUT018
FDA16,3384.4054797,OUT049
FDL14,3801.19358141,OUT027
NCM17,998.15669329,OUT049
FDD20,1756.82303673,OUT045
FDA40,1414.38690332,OUT045
FDL43,1347.21891679,OUT045
FDV15,1627.62286481,OUT045
FDE52,1411.52497841,OUT046
NCL17,680.284579104,OUT010
NCJ31,3602.17636751,OUT045
FDR60,1190.34461529,OUT045
NCA18,1839.36461958,OUT035
FDS21,2461.19413223,OUT027
FDW09,1361.8828372,OUT035
FDL26,2317.30356233,OUT035
FDS47,1775.86432958,OUT018
FDC39,2774.31397812,OUT046
FDT51,1921.90424623,OUT035
FDK40,3639.06479296,OUT035
NCG19,3494.44420348,OUT045
FDZ07,1049.53694383,OUT046
FDF08,2715.36751102,OUT027
FDO04,611.084176475,OUT013
FDK41,1906.85544461,OUT018
FDP15,3869.27496372,OUT049
NCD43,2208.61507784,OUT018
NCP18,2245.08231681,OUT013
FDZ51,1613.44809211,OUT046
DRH13,1796.3899325,OUT035
FDF38,753.638355749,OUT045
NCI43,829.483383323,OUT045
FDM38,2145.697933,OUT027
FDS03,1026.01859583,OUT013
DRJ47,2603.66368146,OUT017
FDT50,-161.564706727,OUT010
FDV02,2723.17065328,OUT046
NCG18,1495.75393945,OUT017
FDW52,2677.13564218,OUT046
FDS40,660.001737795,OUT035
FDN31,2785.51912808,OUT017
FDA37,2049.02484086,OUT045
FDA15,3983.24860387,OUT046
FDL39,3043.07283641,OUT046
FDJ53,2022.70349359,OUT045
FDX22,3272.64685005,OUT013
NCZ42,3614.96168292,OUT045
FDD56,4072.48843957,OUT027
FDD40,2910.23746763,OUT017
FDS50,3196.16886379,OUT013
NCN14,2626.83494302,OUT013
FDT15,2851.65624594,OUT013
NCS18,2917.03592112,OUT027
NCO26,133.555606972,OUT010
FDF58,1497.99086631,OUT018
NCB19,1282.52381301,OUT013
FDH26,2129.96596569,OUT017
DRB24,3627.17130399,OUT027
FDA49,1993.50087791,OUT018
FDB32,1660.7583781,OUT045
FDI36,2855.15094418,OUT017
NCA17,210.299438375,OUT010
FDH22,1734.64806017,OUT013
NCM26,2871.46054998,OUT018
FDT15,4223.56373555,OUT027
FDB16,1882.61428142,OUT018
NCP54,3147.51357208,OUT027
FDJ36,1529.10763787,OUT013
FDO28,1814.60427041,OUT045
FDU09,878.438218457,OUT013
FDF29,1954.59960124,OUT017
FDY08,2129.06300627,OUT013
DRJ59,1146.16232021,OUT018
FDT23,2606.15350455,OUT027
FDU15,1146.34771998,OUT018
FDT47,1406.33504997,OUT013
FDI53,1791.28556352,OUT019
FDR59,4585.38552256,OUT018
FDD53,702.853432262,OUT035
FDY51,3124.30451277,OUT017
FDT04,637.679506985,OUT049
FDU51,2911.08336929,OUT049
FDG14,2350.75211328,OUT035
NCU06,3577.55020635,OUT045
DRG25,2985.32072937,OUT046
DRH49,1264.80475458,OUT035
FDN15,2177.631037,OUT035
FDL43,1824.2215127,OUT018
NCT18,3113.59175435,OUT049
NCB31,3838.94036489,OUT013
FDK57,1652.62982938,OUT035
FDY04,1123.90038079,OUT019
NCP54,1989.37525324,OUT046
FDF41,3637.25073127,OUT013
FDM01,1636.55492165,OUT045
FDW03,1850.38749482,OUT045
FDF28,2106.8800589,OUT045
FDY37,2143.6526332,OUT017
FDQ03,3363.16990446,OUT017
FDP51,3202.63971467,OUT027
FDJ40,1590.16407105,OUT017
FDC32,1769.58414306,OUT049
DRI49,2453.29966969,OUT027
NCW54,492.106501678,OUT017
FDF09,570.207228344,OUT017
FDP45,4444.85112088,OUT018
DRJ23,3343.05771018,OUT018
FDS59,1739.61716453,OUT017
FDY08,2346.37248881,OUT046
FDX16,2410.10758209,OUT049
FDY16,3148.71981412,OUT018
FDK32,2364.1630998,OUT035
FDQ22,538.815455813,OUT013
NCC31,2963.97473621,OUT018
FDG58,2539.89192799,OUT049
DRF48,2441.55235105,OUT013
DRH36,1375.0764946,OUT049
NCR30,1196.52324672,OUT035
FDB03,2244.84761829,OUT019
FDZ28,3272.59740971,OUT027
FDR35,2852.57745705,OUT017
DRD15,4920.1851781,OUT027
FDJ33,595.94893178,OUT019
FDA56,300.577130998,OUT010
FDP56,988.066394768,OUT046
NCT30,1017.87995774,OUT046
FDK15,1490.52759294,OUT017
FDH44,2830.12320253,OUT018
FDV01,2179.99916873,OUT013
DRG03,2250.45517814,OUT017
FDG50,2826.98748508,OUT027
FDR16,1436.16581633,OUT010
FDZ60,1820.75177949,OUT046
DRG03,2468.74935221,OUT045
FDS56,4634.07661083,OUT018
FDU33,895.880832435,OUT045
DRD27,1378.75371133,OUT035
FDW22,3550.17712487,OUT046
DRA24,2729.01977473,OUT045
FDF38,930.144680613,OUT049
FDX48,2424.29100946,OUT013
FDS58,3008.34335287,OUT018
FDC32,1661.82036284,OUT046
NCQ29,3961.24770174,OUT045
DRK39,1663.75601501,OUT018
NCS38,1358.97883795,OUT017
DRO47,1541.57531571,OUT013
DRG27,1899.98530172,OUT027
FDC57,4330.62034965,OUT027
FDS55,2380.46935443,OUT046
NCJ06,2508.47726033,OUT018
FDO01,753.060704865,OUT019
NCM55,2898.88612071,OUT045
FDC52,2584.97728557,OUT049
FDQ15,1204.3895511,OUT045
NCT30,2140.04496619,OUT027
NCR42,1850.39693078,OUT027
FDD28,914.955143327,OUT035
FDQ34,1837.75893614,OUT049
FDZ12,3350.71334907,OUT027
DRE13,88.5419082675,OUT019
NCN07,734.56628664,OUT019
FDM28,2870.80525029,OUT035
FDI10,2466.50102631,OUT017
FDQ25,2611.65945319,OUT013
FDA38,2179.60178861,OUT010
DRI13,3532.26854858,OUT049
FDY20,2766.55268924,OUT027
NCZ53,2919.68402992,OUT035
NCM31,2004.73022936,OUT013
DRB01,2662.48546711,OUT017
DRF37,3728.50367957,OUT046
NCF42,2954.18299689,OUT049
FDF16,2910.29354789,OUT018
FDB41,807.502260047,OUT013
FDR34,3463.7589261,OUT013
FDR15,3099.78917708,OUT018
NCV42,432.628940086,OUT019
FDW51,3291.3605899,OUT035
FDU36,1310.67963559,OUT017
FDX60,1458.85766534,OUT049
FDY03,1897.97847761,OUT035
FDW55,3630.00468216,OUT045
FDT01,1299.07444023,OUT010
FDG58,2212.2440573,OUT013
FDK21,3696.25407896,OUT017
NCS41,1069.43220456,OUT019
FDS10,2738.3759134,OUT045
NCT53,2555.40823903,OUT046
FDJ28,3385.42033438,OUT018
FDX44,1481.56760264,OUT045
FDT20,1246.0377628,OUT018
FDO44,1330.40683276,OUT017
NCX17,3700.88395019,OUT049
FDY01,1585.30193183,OUT017
FDJ12,4552.99771533,OUT027
DRK35,1292.03841308,OUT018
FDD47,1181.42472251,OUT019
NCM53,1697.54175528,OUT035
FDO45,1375.13243999,OUT013
NCM42,115.941468789,OUT010
FDE04,2908.7250965,OUT046
NCI30,5105.78996231,OUT027
FDZ19,2576.59903091,OUT013
FDW57,2409.09791856,OUT013
FDA25,1490.75418492,OUT013
FDT22,1101.93946119,OUT046
FDP51,1814.14443998,OUT013
FDD48,3127.63020788,OUT027
FDY39,2861.34895619,OUT035
FDO48,1828.00497145,OUT010
FDD23,4112.71207891,OUT027
DRN35,1959.23656257,OUT027
FDT01,3127.65545936,OUT035
FDC20,-743.495934818,OUT010
DRJ35,843.828343433,OUT035
FDB32,1726.3929969,OUT046
FDL24,2815.61311649,OUT046
NCV42,1876.74134268,OUT035
FDZ46,1788.36525637,OUT046
FDC15,2227.60057887,OUT013
FDD08,-663.578038363,OUT019
FDY50,1555.85288926,OUT049
FDD36,1804.31770176,OUT013
FDG57,2100.15689743,OUT027
FDL21,1363.43182566,OUT018
FDN16,2953.84876889,OUT027
FDJ09,1602.93681762,OUT027
FDS01,1105.27483155,OUT010
FDV33,3812.96284925,OUT017
DRE12,1439.43555718,OUT017
FDR07,1497.42366591,OUT013
FDP48,1378.28367815,OUT010
NCB55,914.352813215,OUT035
FDQ08,1040.82068793,OUT013
FDR34,3627.47731031,OUT035
FDO33,1813.50552647,OUT046
FDP13,809.45232722,OUT045
FDX12,3943.80332102,OUT049
NCT06,2712.7430862,OUT049
FDR16,2567.96487845,OUT019
FDE36,2733.16016991,OUT046
FDZ36,3108.33389285,OUT049
FDV13,1456.03605757,OUT045
NCZ17,524.74531047,OUT035
FDU56,2422.07179399,OUT045
FDM09,2747.96596627,OUT035
FDV02,2428.27471632,OUT017
FDS34,2284.87959963,OUT018
FDA11,1800.89703544,OUT049
FDP09,3178.40720398,OUT017
FDB29,3054.28786069,OUT027
FDT19,2438.37138032,OUT017
DRH15,507.315973869,OUT017
FDY38,3728.99534255,OUT046
FDF14,3579.73373759,OUT027
FDN48,-63.3877462898,OUT010
FDQ12,3505.28860293,OUT013
NCJ43,2620.15725052,OUT045
FDE17,744.661969039,OUT019
FDB05,3801.16259588,OUT035
FDH10,3077.99643992,OUT045
NCR06,532.037217514,OUT017
FDU32,2240.02333498,OUT018
FDD56,3003.35999196,OUT049
FDO36,3292.33767821,OUT018
FDH16,-176.985154951,OUT010
FDX10,1084.83338774,OUT018
FDZ37,1111.91820419,OUT017
FDU31,1878.27149201,OUT010
DRC49,2488.27911854,OUT049
FDL15,2487.18568509,OUT045
FDN32,2163.20682673,OUT019
DRH59,2392.52041867,OUT027
NCU29,2625.73982083,OUT049
FDR37,2145.50663433,OUT019
FDS14,2878.23147023,OUT018
FDU02,4722.42767849,OUT027
FDJ08,2948.88816417,OUT035
NCZ06,3889.97153516,OUT045
FDO31,1701.87987185,OUT049
FDH31,1664.13620753,OUT018
FDS58,2301.17143701,OUT017
NCA53,2034.77777413,OUT027
FDF50,3082.83779036,OUT046
NCW42,3608.35778009,OUT049
NCQ17,2399.43497416,OUT045
FDK51,4475.24306189,OUT018
NCW41,612.431589371,OUT010
NCR29,798.207323891,OUT017
FDB08,556.869399888,OUT019
FDA40,2556.05420064,OUT027
FDL14,3130.5296076,OUT018
FDB47,3316.28082655,OUT046
FDO03,3458.79902125,OUT035
DRK13,1620.99351661,OUT019
FDX13,2088.43465159,OUT010
FDF52,2924.71316625,OUT046
FDT11,2941.6252411,OUT013
FDB08,2329.41310397,OUT013
FDQ28,2934.48284429,OUT018
FDD29,3926.59904287,OUT045
NCQ29,5186.83545875,OUT027
NCO02,856.651470094,OUT013
FDR56,1352.37368331,OUT010
NCM54,2176.18620808,OUT049
FDP51,1895.13358093,OUT035
FDT38,1187.32053365,OUT013
FDZ20,4388.48453219,OUT018
FDJ53,1854.79478407,OUT013
FDX13,4017.19865395,OUT049
FDP58,3218.41921439,OUT035
NCK31,-448.71625683,OUT019
FDA35,2457.54014535,OUT018
FDV37,3632.51267197,OUT018
NCO07,4589.55972678,OUT027
FDA20,2849.94782599,OUT045
FDZ59,2703.31712172,OUT035
NCY17,144.134994589,OUT017
FDQ28,2407.91419876,OUT035
FDV35,2210.31067986,OUT017
FDQ36,112.009570664,OUT013
FDD34,3027.8896498,OUT018
FDK51,4036.09912151,OUT045
FDV31,2567.79839225,OUT035
FDR04,1453.26079255,OUT035
FDR14,1159.23493882,OUT049
DRC36,1077.82353362,OUT010
FDE39,463.195222141,OUT019
FDP57,1779.6814852,OUT049
FDE57,2283.40420991,OUT046
NCN18,1394.96421536,OUT046
NCQ05,2610.72145841,OUT018
FDW47,1972.19378904,OUT035
FDV46,2082.94676664,OUT035
NCP29,1025.88641747,OUT045
FDE09,2292.94439708,OUT018
NCU06,4784.91185034,OUT027
FDT19,919.415383049,OUT010
DRF15,2231.80163392,OUT017
DRI51,2447.05977599,OUT013
NCX54,1565.64046978,OUT013
DRE01,3536.29111145,OUT013
NCB07,3032.16673248,OUT045
FDU50,1615.3727439,OUT035
FDG40,711.037700137,OUT035
FDW10,3093.82195449,OUT018
FDX51,2965.65634613,OUT013
NCP17,705.241947921,OUT045
FDP21,3045.50176898,OUT035
FDL04,1685.35879508,OUT045
FDV23,1693.91895361,OUT013
FDF24,1532.30912318,OUT046
FDH56,3184.21582353,OUT027
FDB51,1207.87584252,OUT049
FDI58,2761.81750023,OUT027
FDR20,558.090332665,OUT013
FDC51,2446.32984884,OUT018
FDB16,2597.45966182,OUT027
FDE40,1160.13716756,OUT049
NCM17,767.422354662,OUT035
FDU56,2801.97287776,OUT035
FDS32,742.964129431,OUT019
FDX02,3591.79524025,OUT049
FDT39,3799.98433907,OUT027
FDE35,730.653733868,OUT017
NCI42,1808.45637381,OUT019
DRL23,1886.32923939,OUT046
FDA10,1881.25125524,OUT046
FDA11,1463.97486952,OUT013
NCM06,2533.31875142,OUT046
NCT05,3880.49845406,OUT035
NCQ02,1067.5616092,OUT010
NCY06,2268.9910747,OUT049
FDY56,3558.0993368,OUT035
FDL02,1696.48919394,OUT035
NCI06,2833.88153864,OUT035
FDQ14,2445.32398924,OUT045
FDQ12,3425.74266404,OUT017
FDP36,238.864108844,OUT046
FDK21,5133.38620085,OUT027
FDO40,2364.9062694,OUT045
NCK54,1151.47727203,OUT019
FDY09,3264.61709421,OUT018
NCW30,4166.86716018,OUT049
NCC55,1841.78802338,OUT027
FDE58,1934.25622807,OUT018
FDR39,2638.97786048,OUT013
FDU28,3109.65183543,OUT049
FDH08,3437.86911816,OUT017
FDG35,2574.04735119,OUT045
FDG22,949.126489756,OUT049
FDC34,2420.33626595,OUT035
FDP15,4164.64337313,OUT018
FDK34,1815.20499315,OUT010
FDU45,1969.26993435,OUT035
FDQ04,1929.97164479,OUT027
FDX22,3907.43973901,OUT018
FDB45,1534.75979178,OUT017
NCH43,4665.02957315,OUT027
DRE60,3538.09089023,OUT046
FDD17,4867.81428913,OUT027
NCM54,1819.70275553,OUT017
NCH55,1878.63817136,OUT013
NCT06,2308.71357076,OUT017
FDA48,4541.98625899,OUT027
FDY58,4838.64396786,OUT027
FDO25,3240.12474676,OUT045
FDN50,1529.87346109,OUT045
FDH35,2438.36115629,OUT035
FDK09,3561.4803444,OUT045
FDO16,1270.66846879,OUT013
FDW11,1113.80484863,OUT045
FDU47,3391.93334157,OUT027
NCQ42,321.307506004,OUT010
FDK55,2735.20609062,OUT027
FDN08,1985.59566037,OUT049
FDT57,3703.45543391,OUT045
FDJ12,3797.55331843,OUT018
DRL59,806.682771715,OUT017
NCN53,863.679845088,OUT046
FDO51,-1020.06475316,OUT010
FDK56,2460.45371568,OUT017
FDY12,773.448175612,OUT035
FDU15,590.57835883,OUT035
FDQ19,3814.28102101,OUT046
DRF15,2451.61660878,OUT045
DRE25,17.2143241249,OUT019
FDK57,2185.77332054,OUT018
FDD33,1356.58224899,OUT010
FDR34,4855.00471957,OUT027
FDU04,1732.07172884,OUT045
FDE35,-660.743904804,OUT019
NCD31,2563.31636547,OUT035
FDJ56,1528.03557095,OUT035
NCU53,2581.37026944,OUT046
FDD39,3302.64972448,OUT035
NCU17,-72.9387962564,OUT019
FDJ20,2158.25015927,OUT046
NCW41,2878.09429623,OUT018
FDL52,723.769062529,OUT035
FDS39,2247.02810926,OUT035
DRJ47,2832.01915081,OUT045
FDP13,-853.26522363,OUT010
DRK39,-745.336193535,OUT010
FDF28,505.782297978,OUT010
FDB09,2093.9814841,OUT045
FDM51,1702.30282665,OUT046
DRM49,1101.53737089,OUT018
DRF23,2483.5092109,OUT013
DRH01,2685.27039464,OUT035
FDH12,3018.33292339,OUT027
FDA28,482.914388088,OUT019
FDW37,1702.35240297,OUT018
FDF02,1766.65981623,OUT046
DRL37,806.480037901,OUT046
NCF43,2077.39750396,OUT046
FDH08,1990.90524412,OUT010
FDR34,2140.47994774,OUT019
NCK19,3216.1915061,OUT049
NCD55,1316.19603622,OUT018
FDT27,3919.18742156,OUT049
FDQ57,2096.01256152,OUT045
FDA47,2426.72768262,OUT035
DRG15,2099.03465468,OUT027
FDE05,2762.93583397,OUT018
FDN46,1613.96081117,OUT046
FDX27,2642.30072149,OUT027
FDT51,1946.85727903,OUT045
FDU33,741.39516653,OUT013
FDJ16,2150.29420644,OUT027
FDD20,27.5060547247,OUT019
FDT36,560.516328115,OUT049
DRF15,3650.26233486,OUT027
FDN52,-272.563333538,OUT010
FDC22,4180.83518909,OUT027
FDX15,2383.75471352,OUT045
FDT13,2700.41993014,OUT013
FDU04,1538.06872198,OUT017
FDU31,2035.59681626,OUT019
FDW59,2594.25638073,OUT027
NCO29,2724.48005056,OUT046
FDL15,2448.99995423,OUT035
FDI41,2519.00930839,OUT049
FDQ48,1810.45202783,OUT049
DRI39,838.915254069,OUT013
FDI08,3686.27904106,OUT013
FDC21,2109.32236307,OUT049
FDF58,977.432250068,OUT035
FDS08,1202.96799796,OUT010
FDE47,1997.70541506,OUT045
NCP18,937.020954577,OUT019
NCR41,1391.76608049,OUT013
FDA27,3726.98648731,OUT013
FDA43,3056.32917813,OUT035
FDA49,1498.7223563,OUT045
NCE55,3178.68061972,OUT018
DRM49,1842.1695845,OUT027
FDF22,4622.03365459,OUT027
FDQ15,1710.47267778,OUT018
NCS54,2589.81633192,OUT017
NCY05,564.255315957,OUT013
FDR45,3698.60840331,OUT046
FDK57,1912.49787089,OUT049
FDF41,2146.35523087,OUT010
FDV21,1947.72459304,OUT046
FDD51,640.332298412,OUT046
FDF33,1786.67095557,OUT046
FDA38,3874.2276384,OUT046
FDR56,3076.88810474,OUT045
NCN41,1833.44770686,OUT017
FDC60,2767.82613447,OUT027
FDB47,3229.77310842,OUT045
DRH01,2614.62427594,OUT013
FDW08,1499.26990373,OUT046
FDF38,1964.38358036,OUT027
FDY32,2394.65688966,OUT017
FDG34,1921.57813515,OUT049
FDG47,2589.79384654,OUT019
NCF18,2968.75252597,OUT035
FDL39,1465.79659801,OUT019
NCH55,1968.48422181,OUT035
DRJ35,1221.29442021,OUT049
FDS44,3526.76614372,OUT035
DRE01,4174.68845242,OUT018
FDY39,2772.98471038,OUT013
FDY32,3069.1880177,OUT018
FDR33,3121.58530001,OUT027
NCP50,1465.89355373,OUT049
FDZ47,1894.63344413,OUT018
FDU57,2703.22931124,OUT049
FDY44,2885.15816039,OUT013
DRH59,1660.95571113,OUT018
FDB03,4978.09722964,OUT027
FDY46,2849.52682183,OUT045
FDM39,2854.86675055,OUT045
FDY36,1334.88465974,OUT035
NCM55,2841.67526148,OUT035
FDJ50,-712.150942444,OUT010
DRL60,2363.38294419,OUT013
NCJ54,3664.21104102,OUT049
FDX59,480.578226485,OUT017
FDI07,2946.5193029,OUT013
DRF51,-1042.26438403,OUT010
FDM14,1546.61001348,OUT017
FDP21,3083.72134605,OUT045
FDE40,968.030530164,OUT035
FDE05,2248.41504331,OUT035
FDM13,3353.50955965,OUT027
FDC34,3680.884359,OUT027
NCI55,2425.96188006,OUT018
NCE43,3186.11072689,OUT018
FDW58,2164.90849498,OUT018
FDG60,3624.37839528,OUT045
FDV31,2420.57898969,OUT017
FDR47,2753.90618743,OUT013
FDM60,-963.395823622,OUT019
NCF06,4511.81890307,OUT018
NCN26,3057.08434834,OUT027
FDQ59,1437.17656222,OUT049
FDF09,837.871130633,OUT046
NCS06,3833.42053796,OUT017
FDT44,1886.52092606,OUT046
FDI19,3453.69184752,OUT017
FDT22,829.480293359,OUT017
NCF54,3978.52041447,OUT027
DRG25,2889.86850637,OUT045
